Senser,s_0
1575734400,5.02
1575735300,5.09
1575736200,5.55
1575737100,5.62
1575738000,5.69
1575738900,5.71
1575739800,5.81
1575740700,6.02
1575741600,6.27
1575742500,6.28
1575743400,6.26
1575744300,6.54
1575745200,6.43
1575746100,7.09
1575747000,6.62
1575747900,6.17
1575748800,6.08
1575749700,6.35
1575750600,6.64
1575751500,6.74
1575752400,6.58
1575753300,6.43
1575754200,6.5
1575755100,6.67
1575756000,7.03
1575756900,6.94
1575757800,7.23
1575758700,7.28
1575759600,7.28
1575760500,6.99
1575761400,6.44
1575762300,6.28
1575763200,6.09
1575764100,6.02
1575765000,6.25
1575765900,6.17
1575766800,5.96
1575767700,5.78
1575768600,5.39
1575769500,4.92
1575770400,4.8
1575771300,4.64
1575772200,4.39
1575773100,4.03
1575774000,3.63
1575774900,3.22
1575775800,2.8
1575776700,2.57
1575777600,3.11
1575778500,3.1
1575779400,2.97
1575780300,2.91
1575781200,3.14
1575782100,3.17
1575783000,3.49
1575783900,3.12
1575784800,3.38
1575785700,3.49
1575786600,3.52
1575787500,3.25
1575788400,3.5
1575789300,3.22
1575790200,3.08
1575791100,3.15
1575792000,3.33
1575792900,3.07
1575793800,3.11
1575794700,3.04
1575795600,2.99
1575796500,2.6
1575797400,2.91
1575798300,3
1575799200,3.37
1575800100,3.53
1575801000,3.43
1575801900,3.64
1575802800,4.17
1575803700,3.96
1575804600,3.88
1575805500,3.92
1575806400,4.13
1575807300,4.29
1575808200,4.35
1575809100,4.5
1575810000,4.34
1575810900,4.32
1575811800,4.4
1575812700,4.12
1575813600,3.82
1575814500,3.93
1575815400,3.99
1575816300,4.39
1575817200,4.59
1575818100,4.08
1575819000,4.15
1575819900,4.14
1575820800,4.27
1575821700,4.29
1575822600,4.45
1575823500,4.57
1575824400,4.47
1575825300,4.46
1575826200,4.56
1575827100,4.51
1575828000,4.41
1575828900,4.58
1575829800,4.68
1575830700,4.62
1575831600,4.59
1575832500,4.93
1575833400,4.98
1575834300,4.84
1575835200,4.77
1575836100,4.61
1575837000,4.52
1575837900,4.67
1575838800,4.5
1575839700,4.16
1575840600,4.13
1575841500,4.65
1575842400,4.91
1575843300,4.88
1575844200,4.59
1575845100,4.55
1575846000,4.76
1575846900,4.58
1575847800,5.67
1575848700,5.36
1575849600,5.2
1575850500,4.57
1575851400,4.57
1575852300,4.74
1575853200,4.36
1575854100,5.19
1575855000,4.05
1575855900,4.02
1575856800,3.92
1575857700,3.24
1575858600,3.09
1575859500,2.63
1575860400,2.56
1575861300,2.72
1575862200,3.14
1575863100,3.25
1575864000,2.76
1575864900,2.88
1575865800,3.07
1575866700,2.62
1575867600,2.71
1575868500,2.32
1575869400,2.64
1575870300,2.5
1575871200,2.25
1575872100,2.26
1575873000,2.65
1575873900,2.28
1575874800,1.92
1575875700,1.92
1575876600,1.96
1575877500,2.28
1575878400,2.01
1575879300,2.11
1575880200,2.39
1575881100,2.3
1575882000,2.12
1575882900,2.04
1575883800,2.15
1575884700,2.27
1575885600,2.52
1575886500,2.89
1575887400,2.68
1575888300,2.52
1575889200,2.6
1575890100,2.38
1575891000,2.71
1575891900,2.63
1575892800,2.74
1575893700,3.01
1575894600,2.9
1575895500,2.86
1575896400,2.99
1575897300,3.08
1575898200,3.18
1575899100,3.27
1575900000,3.09
1575900900,3.16
1575901800,2.8
1575902700,2.65
1575903600,2.5
1575904500,2.32
1575905400,2.12
1575906300,1.91
1575907200,2
1575908100,1.72
1575909000,1.57
1575909900,1.87
1575910800,2.14
1575911700,2.22
1575912600,2.27
1575913500,2.14
1575914400,1.99
1575915300,1.9
1575916200,1.96
1575917100,1.86
1575918000,1.64
1575918900,1.74
1575919800,1.81
1575920700,1.95
1575921600,1.91
1575922500,2.21
1575923400,2.64
1575924300,2.81
1575925200,2.99
1575926100,2.73
1575927000,2.75
1575927900,2.72
1575928800,2.87
1575929700,3.12
1575930600,3.21
1575931500,3.39
1575932400,3.39
1575933300,3.45
1575934200,3.77
1575935100,3.97
1575936000,4.06
1575936900,4.09
1575937800,4.05
1575938700,4.1
1575939600,4.02
1575940500,4
1575941400,3.94
1575942300,4
1575943200,3.75
1575944100,3.49
1575945000,3.39
1575945900,3.05
1575946800,2.87
1575947700,2.66
1575948600,2.78
1575949500,2.09
1575950400,1.84
1575951300,1.81
1575952200,1.92
1575953100,2.29
1575954000,2.1
1575954900,1.75
1575955800,1.87
1575956700,1.9
1575957600,1.51
1575958500,1.81
1575959400,1.71
1575960300,1.66
1575961200,1.75
1575962100,1.6
1575963000,1.65
1575963900,1.43
1575964800,1.6
1575965700,1.75
1575966600,1.76
1575967500,2.01
1575968400,2.36
1575969300,2.68
1575970200,3.29
1575971100,3.7
1575972000,4.02
1575972900,4.46
1575973800,4.68
1575974700,4.77
1575975600,4.83
1575976500,4.8
1575977400,4.68
1575978300,4.58
1575979200,4.14
1575980100,3.93
1575981000,3.98
1575981900,3.96
1575982800,3.87
1575983700,3.7
1575984600,3.88
1575985500,3.85
